company_id,name,search_rating,overall_rating,복지/급여,워라밸,사내문화,승진 기회,경영진,기업 추천율,CEO 지지율,성장 가능성,검색기업명
345386,디앤에이모터스(주),2.2,2.2,2.2,2.5,1.8,2.0,1.9,11%,33%,4%,대림오토
120077,로보웰(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,로보웰
63802,엘투케이알,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0%,50%,0%,엘투케이알
101183,세화프라스틱산업(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,세화프라스틱
129338,모던테크(주),3.0,3.0,2.0,3.0,3.0,3.0,1.0,50%,50%,50%,모던테크
342151,틱톡,2.6,2.6,2.4,2.5,2.6,2.4,2.2,41%,43%,33%,댄
260944,(주)파이닉스알엔디,2.3,2.3,2.3,2.9,2.2,2.2,2.1,21%,35%,10%,알엔디
17167,페어뷰디벨롭먼트(주),3.0,3.0,4.0,4.0,2.0,2.0,1.0,0%,0%,0%,페어뷰디벨롭먼트
112275,짚트랙코리아(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,짚트랙코리아
14739,유티모스트아이엔에스(주),2.4,2.4,2.0,2.4,2.5,2.3,2.0,15%,18%,5%,유티모스트아이엔에스
139083,세기에너지(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,세기에너지
385074,(주)세한이엔지,2.0,2.0,1.0,2.0,2.0,1.5,1.0,0%,0%,0%,세한이엔지
222958,신성석건(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,신성석건
404119,(주)뉴로벤티,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,뉴로벤티
114620,호반영농조합법인,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,호반영농조합법인
388368,(주)강한손,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,강한손
73411,상봉정밀,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0%,0%,0%,상봉정밀
415541,주원종합건설(주),5.0,5.0,2.0,2.0,2.0,2.0,3.0,0%,100%,0%,주원종합건설
157245,태일이엔씨(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,태일이엔씨
94863,씨제이올리브네트웍스(주),3.0,3.0,3.2,2.9,3.0,2.9,2.6,45%,56%,25%,캐스
387920,농업회사법인과일드림(주),1.0,1.0,1.0,1.0,1.0,1.0,1.0,0%,0%,0%,과일드림
60743,(주)스퀘어베이스,3.3,3.3,2.7,3.1,3.1,2.9,2.6,29%,29%,14%,스퀘어베이스
273595,서경전기(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,서경전기
131732,써키트솔루션(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,키트솔루션
289027,국제여객(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,국제여객
444554,(주)영진포장,3.0,3.0,3.0,2.0,1.0,1.0,1.0,0%,100%,0%,영진포장
202132,한라프랜트(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,한라프랜트
350902,쉐라톤 서울 팔래스 강남 호텔,2.3,2.3,1.6,2.4,2.4,2.1,1.9,8%,17%,0%,남호
446364,(주)에스티에스시스템,4.0,4.0,4.0,5.0,4.0,4.0,4.0,100%,100%,0%,에스티에스시스템
271947,유덕농산(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,유덕농산
186203,태종종합건설(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,태종종합건설
455548,(주)에스엠코퍼레이션,3.0,3.0,2.0,4.0,4.0,2.0,2.0,100%,100%,0%,에스엠코퍼레이션
347108,(주)케이엔비코스,2.1,2.1,1.9,2.8,2.0,1.9,1.8,20%,29%,4%,이엔비
1318,현대엠시트(주),3.2,3.2,3.8,3.2,2.7,2.8,2.6,52%,50%,24%,현대엠시트
39029,대한기전(주),2.3,2.3,1.7,2.7,2.3,2.0,1.7,0%,0%,0%,대한기전
154112,상문(주),2.1,2.1,1.5,1.9,1.8,1.6,2.4,13%,50%,13%,상문
238135,(주)한탑디앤씨,2.0,2.0,3.0,3.0,3.0,3.0,3.0,0%,0%,0%,한탑디앤씨
101065,베델원(주),3.0,3.0,1.0,3.0,1.5,1.0,1.5,0%,0%,0%,베델원
44393,국제냉동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,국제냉동
451988,성원상사,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0%,0%,0%,성원상사
70830,스위트북,3.6,3.6,3.8,4.1,3.9,3.3,3.5,63%,88%,25%,스위트북
73682,삼육오푸드원,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,삼육오푸드원
117209,하나엘리베이터(주),2.0,2.0,1.5,3.0,1.5,2.0,2.0,50%,50%,50%,하나엘리베이터
361035,(주)어바웃굿즈,1.9,1.9,2.2,3.1,2.2,2.1,1.6,13%,25%,17%,어바웃굿즈
157660,홍익산업개발(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,홍익산업개발
259175,대주건설산업(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,대주건설산업
30611,사회복지법인한마음복지협회,2.0,2.0,2.5,2.0,2.5,1.5,2.5,0%,50%,0%,사회복지법인한마음
64144,엔투비(주),3.0,3.0,2.9,3.8,3.1,2.7,2.3,45%,45%,7%,엔투
332914,(주)듀코젠,4.1,4.1,3.6,3.5,3.9,4.2,3.6,68%,86%,55%,듀코젠
148170,앤앤씨월드(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,앤앤씨월드
298310,대련엠티에스(주),1.5,1.5,1.0,2.5,1.0,2.0,1.0,0%,50%,0%,대련엠티에스
142888,매직월드(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,매직월드
297664,대청산업개발(주),2.0,2.0,1.6,1.7,2.1,1.6,2.0,0%,43%,0%,대청산업
157179,동서산업(주),3.8,3.8,3.7,3.3,3.4,3.6,3.4,78%,78%,56%,동서산업
312495,(주)그레닉스,2.1,2.1,1.8,2.0,2.2,2.4,1.9,19%,27%,20%,리엔
2911,한국항공우주산업(주),3.7,3.7,4.2,4.0,3.2,3.3,2.5,70%,30%,33%,우주산업
308187,(주)유월커뮤니케이션,1.6,1.6,1.7,1.8,1.8,2.0,1.4,14%,16%,14%,제이앤케이
361220,(주)렛츠슬림,3.0,3.0,2.5,3.0,3.0,2.5,3.0,50%,50%,50%,렛츠슬림
214715,미르싸이텍(주),1.8,1.8,2.2,3.6,2.0,2.2,1.8,20%,20%,0%,미르싸이텍
418345,대신인쇄,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0%,0%,0%,대신인쇄
273222,우주상사(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,우주상사
138373,원영종합건설(주),2.0,2.0,1.0,5.0,3.0,2.0,4.0,0%,100%,0%,원영종합건설
290855,(주)성원애드피아,2.1,2.1,2.1,2.4,1.8,1.9,1.9,22%,30%,20%,성원
220363,화성종합건설(주),2.3,2.3,2.0,3.3,3.3,2.5,2.0,25%,100%,25%,화성종합건설
170188,온유소프트(주),3.3,3.3,2.7,3.0,3.7,3.3,3.3,0%,100%,67%,온유소프트
41491,농업회사법인호천식품(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,농업회사법인호천식품
413187,(주)태영종합건설,4.0,4.0,3.0,3.0,3.0,4.0,3.0,100%,100%,100%,태영종합건설
7603,케이엔하이텍,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,케이엔하이텍
319367,(주)지앤티글로벌,2.9,2.9,2.4,3.1,2.4,2.8,2.5,48%,62%,38%,지앤티글로벌
252722,고신통상(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,고신통상
392543,(주)신영피앤피,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,신영피앤피
111018,다래월드(주),2.6,2.6,2.0,2.8,2.0,2.2,2.0,20%,40%,20%,다래월드
457480,(주)아첼에프앤씨,5.0,5.0,3.0,4.0,4.0,4.0,4.0,100%,100%,0%,아첼에프앤씨
227608,문경환경(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,문경환경
294351,정도기전(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,정도기전
87625,경성대학교,3.4,3.4,2.8,3.9,3.1,2.2,2.4,53%,28%,4%,한성
384396,오성전기소방(주),2.8,2.8,2.3,2.8,2.3,3.5,2.0,25%,25%,0%,오성전기소방
93536,(주)웰컴어소씨에이츠,3.7,3.7,3.6,4.0,3.1,3.4,3.0,67%,61%,33%,웰컴어소씨에이츠
136892,강서건영(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,강서건영
96979,(주)하배런메디엔뷰티,1.4,1.4,1.4,2.1,1.4,2.0,1.2,7%,14%,7%,하배런메디엔뷰티
234549,(주)모비딕,2.0,2.0,1.5,3.0,1.7,1.9,1.7,20%,30%,10%,모비딕
297255,대승정밀(주),1.9,1.9,2.4,1.5,1.7,2.0,1.5,14%,24%,12%,대승정밀
251746,내쇼날이에스(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,내쇼날이에스
80648,(주)동운아나텍,2.6,2.6,3.0,2.7,2.4,3.1,2.2,32%,42%,16%,동운
75195,뷰토피아(주),2.5,2.5,2.2,3.7,2.7,2.3,2.2,0%,0%,0%,뷰토피아
212323,삼성건설(주),4.0,4.0,4.0,3.0,3.0,3.5,3.0,50%,100%,50%,삼성건설
87848,한국도로교통공단,3.5,3.5,2.6,4.3,3.5,3.1,3.0,65%,63%,11%,국도
122944,(주)무주덕유산리조트,3.4,3.4,3.1,2.9,3.2,2.7,2.7,54%,52%,4%,덕유
249347,우정기계건설(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,우정기계
